web-scraper-order,link-href,claim,label
1642742087-460,https://www.rappler.com/world/middle-east/bahrain-approves-third-booster-shot-sputnik-v-vaccine/,Bahrain approves third booster shot of Sputnik V vaccine. This is the first time that the Russian shot has been approved for a third dose,1
,https://www.poynter.org/?ifcn_misinformation=first-volunteer-in-uk-coronavirus-vaccine-trial-elisa-granato-has-died, First volunteer in UK coronavirus vaccine trial Elisa Granato has died.,0
,,WHO is calling on countries to fulfil their dosesharing pledges immediately  to swap their nearterm vaccine deliveries with #COVAX  African #COVID19 Vaccine Acquisition Task Team,1
,,Those forcing COVID19 vaccination will be fined Rs 5 crore.,0
,,Reports that there is a Chinese vaccine for COVID19 that has arrived in Africa.,0
,,Seven Senegalese children died after having recieved a vaccine against COVID19.,0
,,Seasonal influenza vaccination will be mandatory in Georgia this fall. COVID19 mortality rates are significantly lower than the fatalities caused by other viruses.,0
,,"A nurse working in the US informs Ivorian citizens that their government is misleading them, disguising vaccines centers into testing centers against COVID19.",0
,,COVID19 is a vaccine that is activated and spreads with the 5G.,0
,,"Some people with disabilities might be at increased risk for getting very sick with #COVID19. If you have a disability, its important for you to get vaccinated as soon as you can. If you have a care provider, they should also get vaccinated. More httpsbit.ly2P6j9nh.",1
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"Vaccination is not mandatory and anyone may opt to decline. Refusal to vaccination, however, will subject the vaccinee to a rescheduling process according to the prioritization framework for COVID19 vaccination. For persons who will refuse vaccination onsite, reasons for refusal may be documented using the informed consent form.",1
1642736315-185,https://www.rappler.com/newsbreak/fact-check/covid-19-vaccines-cause-immune-system-destroy-body/,"While COVID19 vaccines may cause side effects, they are not designed to teach the immune system to kill the body.",1
,https://www.who.int/news-room/feature-stories/detail/vaccine-efficacy-effectiveness-and-protection?fbclid=IwAR3b9GmJY0a-BNj7MOSgZSHHKwawgs-7SofXSECx8qt47xmJJ30ItCm4uIE,"All COVID19 vaccines approved by WHO for emergency use listing have been through randomized clinical trials to test their quality, safety and efficacy.",1
,https://twitter.com/ReutersUK/status/1261372033763590150,"WHO head says vaccines, medicines must be fairly shared to beat COVID19  httpsreut.rs3bCteO6 pic.twitter.comjKLtq5zgHx",1
,https://www.poynter.org/?ifcn_misinformation=a-doctor-called-lupita-yamamoto-lupercio-found-the-coronavirus-vaccine, A doctor named Lupita Yamamoto Lupercio found the coronavirus vaccine.,0
,,College and Grad Students Get fully vaccinated against #COVID19 before returning to campus. Do your part to help slow the spread on campus  in your community. More httpsbit.ly365ZZ62,1
,,"The vaccine from the artificial coronavirus will change the human genetic code, according to Rashid Buttar.",0
,https://twitter.com/IndiaToday/status/1271307483164733440,"#CoronavirusPandemic  Worldwide, about a dozen COVID19 potential vaccines are in early stages of testing. httpswww.indiatoday.insciencestoryfrommodernatosinovacfinaltestsofcoronavirusvaccinestostart168814020200612",1
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"Currently, the Philippines does not have the capacity to develop and manufacture its own vaccines. To ensure adequate supply of COVID19 vaccines for all Filipinos, the country banks on a combined effort in procuring vaccine doses, participating in Phase 3 clinical trials, and participating in multilateral negotiations such as the COVAX Facility.",1
,https://twitter.com/ReutersUK/status/1251165448911179776,"A million doses of a potential COVID19 vaccine being developed by British scientists are already being manufactured and will be available by September, even before trials prove whether the shot is effective, the team said  httpsreut.rs2z9L8ui",1
1637034533-442,https://www.rappler.com/newsbreak/fact-check/dmx-larry-king-died-after-receiving-covid-19-vaccine,"Belgian author and speaker JeanJacques Crvecur showed a montage of people who supposedly died after being vaccinated against COVID19. The video featured personalities such as the late rapper DMX and late television host Larry King, and other public figures.",0
,https://www.poynter.org/?ifcn_misinformation=vaccines-to-cure-covid-19-are-ready, Vaccines to cure COVID19 are ready.,0
,https://drive.google.com/drive/u/1/folders/1B0zKhU3_8BmZFL5IwrzmEiY5dRp73ppH?fbclid=IwAR0iJSYqFzYulnHoKbRsOx1aj3zlX4SIL_yOYBt-M2iOcU2t71OMLr0VVUw,Vaccination from around the world shows that COVID19 vaccines can protect us from symptomatic disease and subsequently prevent hospitalization and death. We need vaccines!,1
,,"Flu vaccine increases coronavirus risk 36%, says military study.",0
,,"Dr. Elisa Granato, one of the first volunteers to receive a potential COVID19 vaccine in the U.K., has died.",0
,,An image of an alleged Mexican scientist who discovered a possible vaccine for coronavirus.,0
,,"Countries must avoid vaccine nationalism world need rulesbased regime for fair distribution of Covid vaccine, say experts",1
,https://www.who.int/news-room/feature-stories/detail/vaccine-efficacy-effectiveness-and-protection?fbclid=IwAR3b9GmJY0a-BNj7MOSgZSHHKwawgs-7SofXSECx8qt47xmJJ30ItCm4uIE,"COVID19 vaccines have proven to be safe, effective and lifesaving. Like all vaccines, they do not fully protect everyone who is vaccinated, and  we do not yet know how well they can prevent people from transmitting the virus to others. So as well as getting vaccinated, we must also continue with other measures to fight the pandemic.",1
,,"Vaccines are dangerous, says the German homeopathic organisation rzte fr Aufklrung, which campaigns against the coronary measures and against vaccines. They give four cases on her website that would show that vaccines can be dangerous. Three of the four cases are misleading, one is uncertain.",0
,,"#HCPs Due to the COVID19 pandemic, there has been a decline in wellchild visits  routine childhood vaccinations. To prevent vaccinepreventable diseases, assess the status of all patients to ensure they're caught up on their routine vaccinations. More httpsbit.ly3xTIjXy",1
,https://www.poynter.org/?ifcn_misinformation=people-who-have-received-flu-vaccines-in-the-past-three-to-five-years-will-probably-test-positive-for-covid-19, People who have received flu vaccines in the past three to five years will probably test positive for COVID19.,0
,https://doh.gov.ph/vaccines/when-will-the-COVID-19-available-to-me?fbclid=IwAR1mWaCvpj4Hvextm-e0nXmpA-UTJQbvLm_sP9ir2kAxwCMFzXHtgGIv1J5,The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination,1
,https://doh.gov.ph/Vaccines/Am-I-eligible-to-get-the-COVID-19-vaccine?fbclid=IwAR3VVKq3UOLAUuX5WG4qhnyf-sc-vzC8-8DWdX8dV-L3rosT7xuZFEclYsU,Those planning to get pregnant may get the COVID19 vaccine.,1
,,First Volunteer in UK COVID19 Vaccine Trial Dead Hoax Alert!,0
,,This is an image of a suspected coronavirus vaccine causing COVID19.,0
,https://www.who.int/­emergencies/diseases/­novel-coronavirus-201­9/­question-and-answers-­hub/q-a-detail/­coronavirus-disease-(­covid-19)-vaccines-s­afety?fbclid=IwAR17y­L5RiQoXNVCX0geWAUJY9­eRths2tY_flXCzEeW3W5­DaURuZs0OJou0I,Suspected safety events officially reported to WHO go through a series of rapid verification steps involving the Global Advisory Committee on Vaccine Safety GACVS. WHO then shares the results of these evaluations on its website and publishes the results of any assessments.,1
1637034723-466,https://www.rappler.com/newsbreak/fact-check/vaccination-programs-do-not-impede-transmission-rates-covid-19,"Vaccination programs run counter to impeding transmission rates because vaccines only prevent symptoms and do not actually block SARSCoV2, the virus that causes COVID19.",0
,https://www.poynter.org/?ifcn_misinformation=president-donald-trump-will-announce-that-a-scientist-finally-found-vaccine-to-cure-corona-virus, President Donald Trump will announce that a scientist finally found a vaccine to cure coronavirus.,0
1642736440-190,https://www.rappler.com/newsbreak/fact-check/covid-19-booster-shots-not-authorized-philippines/,"COVID19 booster shots are not authorized in the Philippines, as of December 20.",0
,https://drive.google.com/drive/u/1/folders/1B0zKhU3_8BmZFL5IwrzmEiY5dRp73ppH?fbclid=IwAR0iJSYqFzYulnHoKbRsOx1aj3zlX4SIL_yOYBt-M2iOcU2t71OMLr0VVUw,COVID19 vaccines boost the immune system and prevent hospitalization and deaths among those fully recovered.,1
,,"A video shows a group of doctors calling itself Doctors for the truth defend and justify claims that masks dont work, lockdowns wont stop the virus, and the flu vaccine spread SARSCoV2.",0
,https://www.poynter.org/?ifcn_misinformation=flu-shots-are-contaminated-with-dogs-coronaviruses, Flu shots are contaminated with dogs' coronaviruses.,0
,https://twitter.com/the_hindu/status/1239796104184676352,"Supported by a global coalition founded by India and Norway, the US has begun the phase one clinical trial of an investigational vaccine designed to protect against  COVID19.#CoronavirusOutbreak httpbit.ly2U5yfbe",1
,,"The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.",0
,https://twitter.com/the_hindu/status/1244469670155034624,"Punjab reports its second COVID19 death, after a 62yearold man died at the Government Medical College and Hospital in Amritsar#Punjab #coronavirus #COVID19 httpstrib.alWJ3PhDI",1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J45,There is some evidence that people who receive one dose of AstraZeneca followed by a dose of Pfizer or Moderna have a higher likelihood of mild side effects.,1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines-and-people-living-with-hiv?fbclid=IwAR0eoocY4WKlHATa3RkcrnL9nN-jcs5M7kCsXxr4PsiJgXFy0apHSFQDnXs,"No pharmacological interactions have been reported between COVID19 vaccines and antiretroviral drugs people living with HIV should continue to take antiretroviral therapy after vaccination, which maintains health and prevents onward HIV transmission.",1
,,Taking a flu shot causes false positive results on COVID19 tests.,0
1637033983-400,https://www.rappler.com/newsbreak/fact-check/pfizer-biontech-cut-eu-vaccine-deliveries-side-effects,Pfizer and BioNTech cut their COVID19 vaccine deliveries to the EU on January 22 because their vaccine has caused seizures or death.,0
,,Dr. Lupita Yamamoto has found a vaccine that destroys the coronavirus.,0
,,The Food and Drug Administration didn't approve Pfizer's third shot because people are dying from its COVID19 vaccine,0
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,All Filipinos will need to be masterlisted with their full health profile prior to vaccination. But the first phase will involve all frontline health workers in the public and private sector. The schedule of masterlisting will be consistent with the ordering of prioritization in the National Vaccine Deployment Plan.,1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J30,The best COVID19 vaccine is the one available to you soonest.,1
,https://twitter.com/IndiaToday/status/1255186685320499200,"Four candidate vaccines for Covid19 are in an advanced stage, Union Health Minister Dr Harsh Vardhan said. httpswww.indiatoday.inindiastoryindiatoproduceindigenousrapidtestingrtpcrkitsbyendofmay167223320200428",1
